label,negative_prob,positive_prob,confidence,comments
1,0.135689,0.864311,0.698469,赵敏:头发都没有湿
1,0.053094100000000005,0.9469059999999999,0.8820129999999999,张无忌:第一次看武打部分需要跳过的
1,0.00617042,0.9938299999999999,0.9862879999999999,殷梨亭他们服装很有气势啊
0,0.9717809999999999,0.0282188,0.937292,肯我觉得她只是用这种方式掩饰自己的难过...
0,0.711775,0.288225,0.3595,宝刀屠龙号令天下，倚天不出谁与争锋
0,0.897259,0.10274100000000001,0.771686,苏明玉:太重男轻女了
0,0.9946879999999999,0.00531179,0.988196,一开始以为是个王者，结果是个青铜阿，喂鸟人
1,0.157652,0.842348,0.6496609999999999,哇！我们到扶桑(日本)了
0,0.998542,0.00145793,0.9967600000000001,武当派不是用剑么，怎么改用刀了?
1,7.173e-05,0.999928,0.99984,期待已久，喜欢林小娘
1,0.39014899999999997,0.609851,0.133003,可惜了殷梨亭的一番好意，这武当明显不行啊
1,0.000630472,0.9993700000000001,0.998599,锤子手机正在用，挺好用啊，不要放弃，老罗
1,0.000368437,0.999632,0.999181,看了觉得不错啊，原著就是这样的啊。。。
1,0.028223500000000002,0.971777,0.9372809999999999,周芷若:快使用清心普善咒
1,0.410228,0.5897720000000001,0.088382,周芷若:一切都是强行演绎
0,0.99931,0.00068991,0.998467,呼兰的气口和老罗比起来差远了
1,0.027297599999999998,0.9727020000000001,0.9393389999999999,恭喜张殷夫妇喜提小岛一座，成为冰火岛主
1,0.00202134,0.9979790000000001,0.995508,加油(ง•̀_•́)ง罗老师
0,0.999685,0.000315122,0.9993,这老尼姑把小尼姑坑的
0,0.803629,0.196371,0.56362,心酸好事做了惹一身祸
0,0.675021,0.324979,0.27782399999999996,把李连杰成龙请来做武术指导，慢镜头太多了
0,0.9998040000000001,0.000196362,0.9995639999999999,这个张翠山说话怎末这么假
0,0.805709,0.19429100000000002,0.568243,确认过眼神，都是快进的人
0,0.5682189999999999,0.431781,0.040486,我记起来了，那女的应该是叫：殷素素
1,0.00631575,0.993684,0.985965,我们那时候也是这个校服
0,0.989348,0.010651700000000002,0.9763290000000001,素素你不能用这种眼神看别的男人
1,0.00482039,0.99518,0.989288,张无忌:经典张三丰于文仲
0,0.603852,0.396148,0.11967,呼兰写的，王建国审的吧
0,0.9775370000000001,0.0224634,0.950081,赛制早该这样，我的广智也不至于淘汰
1,0.0352672,0.964733,0.9216280000000001,呼兰的段子果然比较高级
0,0.998767,0.00123341,0.997259,苏明玉:这种家庭换我，我一分钟都不想呆
0,0.999616,0.000383845,0.9991469999999999,武指和男演员选的有问题啊，根本没有拳拳到肉的快感...
0,0.999017,0.0009827739999999998,0.997816,实在是不知道拍的什么。只为金庸
0,0.975152,0.0248484,0.944781,如此细小的银针都能剔牙了
0,0.9995860000000001,0.000413629,0.999081,说好的不相信任何人发誓?
1,0.0033454,0.996655,0.992566,刚更新就这么多人看，好优秀啊
0,0.922034,0.0779657,0.826743,罗老师的稿子还用别人代笔？
1,0.0192084,0.980792,0.9573149999999999,小秦大娘子快来看你老公跟了林小娘啦！
0,0.999743,0.000256854,0.9994290000000001,还有这种？？？？？？？？？？？？？？
1,0.00230377,0.9976959999999999,0.9948799999999999,古时候撩妹都得学会鉴赏书画难度有点大
0,0.845794,0.15420599999999998,0.657321,若回中原，你们就要领便当了
1,0.00016807400000000002,0.9998319999999999,0.999627,呼兰，我心目中当之无愧的冠军
0,0.998791,0.00120899,0.9973129999999999,怪不得女儿不喜欢这种父母
0,0.9938670000000001,0.00613347,0.9863700000000001,是张殷谢漂流记才对吧😂
1,0.233082,0.766918,0.48203900000000005,配就一个字，我只说一次
1,0.0119733,0.988027,0.9733930000000001,老罗是一个有责任的脱口秀演员
1,0.18601600000000001,0.813984,0.58663,原著刚开始演的是郭襄
0,0.800604,0.199396,0.556899,这个素素没有武林女子的气质
0,0.99971,0.00028978,0.9993559999999999,连跑步都是慢动作我也是醉了
0,0.822599,0.177401,0.605775,苏明玉:看了半集了我还是懵的
1,0.11055699999999999,0.889443,0.754318,这个节目真的很保护新人，两位老人都在前面演
1,1.1872100000000001e-05,0.9999879999999999,0.999974,代言人杨洋:就喜欢这种破梗
0,0.9994299999999999,0.0005698130000000001,0.998734,苏明玉:有本事你自己洗啊，你儿子不洗有理了
0,0.999024,0.000976179,0.9978309999999999,说当喜剧看的我看你是吃咸了
0,0.998481,0.00151907,0.996624,屠龙宝刀谁设计的？怎么跟蜂窝煤一样？
0,0.610654,0.389346,0.134786,能不能牛逼牛逼牛逼牛逼牛逼牛逼牛逼
0,0.997417,0.00258327,0.994259,苏明玉:老二也不是个好东西怪不得妹妹对他那个态...
0,0.9933420000000001,0.00665762,0.9852049999999999,眼睛有问题么，三和五换
0,0.8480190000000001,0.151981,0.6622640000000001,前面说农村邻居的站住！农村关系更盘根错节
0,0.9976280000000001,0.00237246,0.9947280000000001,张翠山不是铁划银钩吗，怎么用刀
1,0.22696999999999998,0.77303,0.495623,这口红看来是打怪获得的永久装备
0,0.884417,0.11558299999999999,0.7431479999999999,这里是丐帮，忙死了这么多人
0,0.9617459999999999,0.0382541,0.914991,真的建议1.25倍看啊
1,0.18119200000000002,0.818808,0.59735,37.36那个白衣服的小姐姐笑得好甜
1,0.43344099999999997,0.566559,0.0367983,素素我有点舍不得你死了你那绝美容颜我们来世再见
1,0.279566,0.720434,0.378741,山洞有人造阶梯，这么暖没动物
0,0.962254,0.0377463,0.916119,这歌曲我打开以为自己穿越了呢！
0,0.787706,0.212294,0.528235,戴维话都没说就杀青了
0,0.641202,0.358798,0.202671,武当梯云纵，你好歹左脚右脚互相踩两下啊
0,0.8845379999999999,0.115462,0.743417,这种妈第一级就死真的是太爽了
1,0.0278892,0.9721110000000001,0.938024,张无忌的出生还得感谢金毛积极撮合他爸妈
1,0.0247757,0.975224,0.944943,我就觉得这电视剧的特效做的海选
1,0.00560966,0.99439,0.987534,其实这一家每个都是生活还不错的了
1,0.00103081,0.998969,0.9977090000000001,周芷若:这剧不错
1,8.383819999999999e-05,0.999916,0.999814,几个人物性格了解的差不多了，最喜欢小女儿
1,0.39271100000000003,0.6072890000000001,0.127309,我是乌伊杭请你记住这个名字
1,0.00165281,0.998347,0.9963270000000001,苏明玉:感觉人生达到了巅峰
1,0.103778,0.896222,0.769382,丁师姐是流浪地球中的女老师啊
1,0.0845599,0.9154399999999999,0.8120890000000001,姚晨的眼睛里看到了悲伤
1,0.0776653,0.922335,0.827411,看个电视还待自己调灵敏度[加油]
0,0.733325,0.266675,0.40738800000000003,是不是该有个人物介绍
1,0.0019265,0.998074,0.995719,最近没电视剧可以看又回这里来啦
0,0.8812260000000001,0.118774,0.736057,灭绝师太是我的，各位拔刀吧
0,0.98677,0.0132303,0.970599,哪看出来的万载测过C14吗
1,0.350613,0.6493869999999999,0.22085900000000003,尔康和林小娘，我出戏了
0,0.876137,0.12386300000000001,0.724749,苏明玉:啥事都是有原因的啊
1,0.0503797,0.94962,0.8880450000000001,因为李雪琴和王建国的名字都是三个字
1,0.140965,0.859035,0.6867439999999999,赵敏:出场跟赵敏好像啊
0,0.9622459999999999,0.0377536,0.9161030000000001,张无忌:被你捏的不停眨眼怎么算
0,0.9387280000000001,0.0612722,0.8638399999999999,张无忌:慢动作太多了，再好看没感觉啊，节奏能不...
1,2.0236600000000002e-05,0.99998,0.9999549999999999,好喜欢殷素素，为爱了义无反顾
1,0.000993899,0.999006,0.997791,这个小孩太可爱了，像吴磊小时候
0,0.593186,0.406814,0.0959693,立马不冷了因为有爱斯基摩人
0,0.967664,0.0323356,0.928143,这群和尚不玩王者荣耀吗先切后排、
0,0.9828520000000001,0.017148300000000002,0.961893,二嫂应该比较明事理吧所以也不对明玉生气
0,0.995707,0.00429301,0.99046,难道是铁棒磨成针了？
0,0.9875520000000001,0.0124478,0.9723379999999999,为什么自己不第一时间给上司打电话呢
1,0.41622700000000007,0.583773,0.07505139999999999,看完马丽潘粤明回来的请扣1
0,0.978275,0.021725099999999997,0.951722,除了正常说话，其余镜头全是慢动作，看的好累
0,0.999654,0.000346271,0.99923,开篇讲什么，没搞懂？怎么还不到我出场
0,0.9440860000000001,0.055914,0.8757469999999999,她妈重男轻女，明玉十几岁就离家打工养自...
1,0.031833099999999996,0.968167,0.9292600000000001,[6周年]好多美女啊，这谁顶得住!
1,0.02284,0.97716,0.9492440000000001,代言人杨洋:callback有点厉害
0,0.9539790000000001,0.0460205,0.897732,思文来了吗？思文来了吗？思文来了吗
1,0.00266363,0.9973360000000001,0.994081,这一集不错，再慢一点稳一点更加
1,0.0385967,0.9614030000000001,0.9142290000000001,翠山啊，注意说话带点感情，感情...
0,0.886518,0.113482,0.747818,现实社会中重男轻女的还是很多，谁也别说谁
0,0.9985879999999999,0.00141218,0.996862,没看简介么明玉十八岁就跟家里断了经济
0,0.814956,0.18504400000000001,0.588791,赵敏:太快了吧！
0,0.828931,0.171069,0.619846,老白对老灭，简称，白灭
0,0.999245,0.0007545389999999999,0.998323,原谅我高看你了，你太弱了吧
1,0.00931109,0.9906889999999999,0.979309,啊！！终于可以打弹幕了
0,0.996848,0.00315202,0.9929959999999999,第一次看到武当派用刀，这导演是小学生？
0,0.999936,6.37166e-05,0.999858,玄冥二老这模样啊？？？？
0,0.9987790000000001,0.00122126,0.997286,唉看这样的家庭好难受特别是妈妈
1,0.0124528,0.987547,0.972327,第一条秋裤第一条秋裤
0,0.6948409999999999,0.305159,0.321868,俞三哥，你充钱了戏份好多
0,0.999542,0.00045795,0.9989819999999999,这个剧的简介是魔鬼吗？再续前缘。。。。
0,0.9377030000000001,0.0622974,0.861561,苏明玉:爸爸怎么了啊
0,0.9909959999999999,0.00900405,0.979991,苏明玉:不喜欢这老头的演技
1,0.144522,0.8554780000000001,0.678841,没猜错的话在座的都是VIP吧，都说话硬气点
0,0.999859,0.000141147,0.9996860000000001,2倍速度还是慢，太慢了
1,0.054786800000000004,0.945213,0.878252,可以在火山口造冰火两重天啊
0,0.9915719999999999,0.00842802,0.9812709999999999,这老二媳妇是好的么？
0,0.8541639999999999,0.145836,0.675921,武当武功天下一绝，何必要一把刀
0,0.959857,0.0401432,0.9107930000000001,我就想武林秘籍和武穆遗书是怎么放进去的
1,0.00010232399999999999,0.999898,0.9997729999999999,新疆喀纳斯好美剧组很用心取景牛
1,0.18793900000000002,0.8120609999999999,0.582358,看这些道姑，都是眉清目秀啊。。
1,0.42435600000000007,0.5756439999999999,0.0569858,姚晨高露李念倪大红郭京飞还有尔豪这演员阵...
0,0.9993879999999999,0.000612472,0.9986389999999999,这个这个糟老头子坏的很
0,0.977509,0.022491099999999997,0.9500200000000001,张无忌:王八蛋这个词骂的时髦啊
0,0.999826,0.000174355,0.999613,张无忌:这是什么意思
1,0.308942,0.691058,0.31346199999999996,你以后想吃点什么就吃点什么及时享乐
0,0.996014,0.00398594,0.991142,这哥也太不懂事了，都是读大学的人了
1,0.0130648,0.986935,0.970967,兔牙师太啊哈哈我竟然笑了O(∩_∩)O哈哈~
0,0.8249850000000001,0.175015,0.611078,苏明玉:都两个儿子了还有啥重男轻女的，真是！
1,0.0025061,0.9974940000000001,0.994431,感觉比之前的要有意思多了
1,0.44721700000000003,0.552783,0.00618537,在你们看的同时，我已经去线下买好票了
0,0.993133,0.00686647,0.984741,这也太快了吧、刚才那么嚣张
1,0.0435868,0.956413,0.9031399999999999,这是赵敏家的那两个武功高的师傅
0,0.9232950000000001,0.0767047,0.8295450000000001,本江苏鹅来说一句苏州没有机场飞机肯定是降落在上海
0,0.9657600000000001,0.0342399,0.923911,三集了男女主还没出生
0,0.9984629999999999,0.0015374,0.996584,对不起，我看不进去白莲花的作秀
0,0.5607340000000001,0.439266,0.0238542,她父母重男轻女，所以不要重男轻女
1,0.00831472,0.991685,0.9815229999999999,小伙伴们1.5倍看着比较爽
0,0.975676,0.0243237,0.945947,这配音听太多，没有江湖味，只有傻白甜味
0,0.977632,0.022368,0.950293,你知道他父母怎么对待她的吗
0,0.6967979999999999,0.30320199999999997,0.326218,偶尔来一下慢动作还行，基本全是就看着难...
0,0.8622360000000001,0.137764,0.693857,你牛逼你怎么不上麻省理工？[超越]
1,0.0007785460000000001,0.9992219999999999,0.9982700000000001,张无忌:[超越]哈哈哈哈h h h
0,0.741354,0.258646,0.425231,斯坦福有什么用，现在还面临着被裁员
1,0.00039534300000000004,0.999605,0.9991209999999999,演得很符合时代，那个时候本身就是会重男轻女的
1,0.43733299999999997,0.562667,0.028149599999999997,天真姐，像刘大脑袋！
1,0.124008,0.875992,0.724427,我觉得此剧能和《西游记后传》一拼
1,7.601939999999999e-05,0.9999239999999999,0.9998309999999999,代言人杨洋:王者归来
0,0.755135,0.244865,0.45585600000000004,有人觉得师太牙齿奇怪的扣1
1,0.00296997,0.99703,0.9934,拍了一遍又一遍，一本书养活多少人
0,0.995058,0.0049421000000000005,0.9890180000000001,生那么多干嘛，对女儿这样
0,0.9789690000000001,0.0210305,0.9532649999999999,赵敏套路芷若就是太强势了不会装
0,0.994375,0.00562513,0.9875,单春秋，你要脱离杀阡陌么
0,0.997137,0.00286275,0.9936379999999999,一看三兄妹感情就不咋滴
0,0.9992700000000001,0.000729797,0.9983780000000001,希望以后也这样说我不就是有几个臭钱吗
1,0.032980699999999995,0.9670190000000001,0.926709,灭绝师太:还有竹染啊
0,0.6271770000000001,0.372823,0.171504,张无忌是清华毕业，素素只是个夜总会小姐
0,0.999296,0.0007043010000000001,0.9984350000000001,你知道明玉身上发生了什么吗就片面下结论？
1,0.010570999999999999,0.9894290000000001,0.976509,这剧很好啊真实！不走假惺惺电视剧套路
0,0.996128,0.00387175,0.9913959999999999,难怪这个老爸怕鬼，活着的时候就怕老婆
1,0.261662,0.738338,0.41852799999999996,因为打不过所以先不灭之绝之了
1,0.014036000000000002,0.985964,0.968809,这个是我见过最牛的不卑不亢
1,0.00036512199999999995,0.999635,0.999189,张无忌:帅不过三秒的殷野王
0,0.996291,0.00370936,0.991757,素素死张无忌没出生剧终
0,0.9234020000000001,0.07659819999999999,0.829782,无忌还没出来，芷若就是个大孩子了-
0,0.928423,0.07157739999999999,0.840939,有人看过锤子科技坚果pr的发布会吗？的发布会嘛
0,0.902648,0.0973523,0.7836609999999999,师太道士都在秀秀只有殷野王在挨揍
1,0.384396,0.615604,0.145787,前面的，素素演过泡沫之夏的师姐
0,0.99984,0.00016036799999999998,0.9996440000000001,之前讲内容就有狗叫，讲这个也有狗叫？？
0,0.9997520000000001,0.000247789,0.999449,这时候才反应过来被骗了么
0,0.8663489999999999,0.133651,0.702997,我今天为什么要来大姨妈……
0,0.996134,0.00386591,0.991409,这么油嘴滑舌的感觉。。。。
0,0.9931770000000001,0.00682261,0.9848389999999999,人还没送到医院就没了0.0
1,0.04704969999999999,0.95295,0.895445,躺了一晚上，大人来了小孩子可以站起来了
1,0.0254447,0.974555,0.943456,徐峥刚出道也行，春光灿烂猪八戒
1,0.338943,0.661057,0.246792,沈腾参加过KPL娱乐赛，练了几个月安其拉然后被禁了
1,0.0148845,0.985115,0.966923,绝了啊哈哈哈哈哈哈哈哈哈哈哈
1,1.65802e-05,0.999983,0.9999629999999999,果郡王这么帅，演翠山可惜了
1,0.0861171,0.913883,0.808629,感觉他剃了光头就是李诞
1,0.0754422,0.924558,0.8323510000000001,邓超版的倚天也好看呢，去看看吧那个才最...
1,0.0665499,0.93345,0.8521110000000001,张无忌:热血江湖梯云纵
1,0.0326467,0.967353,0.927452,终点也是起点都在东北盘锦哈哈哈哈哈哈
0,0.9981209999999999,0.0018789999999999998,0.995825,我能上清华就已经是祖坟冒青烟了
1,0.0240269,0.975973,0.946607,就是教我们大家练武功，大家要照顾着做
1,0.0276945,0.972305,0.938457,赵敏:我要加入峨眉派好多美女
1,0.0190666,0.9809329999999999,0.95763,张翠山:西施秘史，西施
0,0.995417,0.00458269,0.989816,过于较真会丧失很多幽默感，呼兰走不远了
1,0.00760763,0.992392,0.983094,老罗就是真正的脱口秀大王
1,0.05470459999999999,0.9452950000000001,0.878434,这一下子就有精神了
1,0.00273952,0.9972610000000001,0.9939120000000001,张无忌:香蜜的天后娘娘
0,0.9985069999999999,0.0014927,0.996683,对不起，我该睡觉了，我害怕。告辞。
0,0.858526,0.141474,0.6856140000000001,苏明玉:大哥长歪了啊
0,0.785553,0.21444699999999997,0.52345,师公的声音和老版好像噢
0,0.9611870000000001,0.0388135,0.913748,身为儿媳妇，都不回去戴孝吗？
1,0.070793,0.929207,0.8426819999999999,因为他们的名字三个字，所以3✖️500
1,0.00781432,0.992186,0.982635,苏明玉:居家高跟鞋
0,0.930523,0.0694773,0.845606,女儿18岁就不收待见自己闯出来的父母都不...
0,0.9946219999999999,0.00537766,0.98805,灭绝师太:受不了这个张翠山
0,0.9981049999999999,0.0018954,0.9957879999999999,殷素素在别的剧演坏的时候被弹幕骂的不...
1,0.221156,0.778844,0.508542,二媳妇明事理懂事知道给老公留面子
0,0.9994879999999999,0.000511992,0.998862,打斗太慢看着不够激烈刺激啊
1,1.10946e-05,0.9999889999999999,0.999975,我最帅的rock[喜欢][喜欢][喜欢]
0,0.999626,0.00037420300000000004,0.9991680000000001,拍的有毒吧？每个镜头都是聚焦在一个点上，看不清背景
1,5.1958100000000007e-05,0.999948,0.999884,有故事好看的一部剧
0,0.940984,0.0590164,0.8688530000000001,张无忌:出了手张无忌还怎么出来
1,0.11015699999999999,0.889843,0.755206,张无忌:我娘演过《美味奇缘》的女儿。演过泡沫之...
0,0.998052,0.00194764,0.9956719999999999,肯定被裁了要不然没法演
0,0.9978,0.00220018,0.9951110000000001,妈没了还一点都不着急
1,0.0341379,0.9658620000000001,0.9241379999999999,有一种成功叫：周芷若到灭绝师太
0,0.9817610000000001,0.0182387,0.959469,打的时候你们搞成1.5倍，自然就是快打了
0,0.998758,0.0012423,0.997239,就算重男轻女这也太不符合现实了
0,0.827432,0.172568,0.6165149999999999,当年的周芷若，成了现在的灭绝师太，我们是不是都老了
0,0.93415,0.06585,0.853666,周芷若:慢动作是为了凑集数吗😰
1,0.000262345,0.9997379999999999,0.999417,这部剧女演员都是高颜值
0,0.988259,0.0117413,0.973908,那么多慢镜头，正常点不行吗
1,0.38019400000000003,0.6198060000000001,0.155125,苏明玉:儿子碗里有鸡腿，女儿碗里没有。
0,0.992392,0.007608199999999999,0.983093,不是在追敌吗，撩起妹来了
0,0.9749540000000001,0.025046400000000003,0.944341,为了看这部电视剧开了VIP，浪费了我的会员
1,0.178011,0.821989,0.60442,翠山是甄嬛传里面的果郡王，出意外脸部受伤了
0,0.952782,0.047217699999999994,0.895072,赵敏:这刀还没我们街上砍骨头的到看着顺眼
0,0.614499,0.38550100000000004,0.143331,给《斗破苍穹》一点面子
0,0.927686,0.0723137,0.839303,把剑拔出来，说我剑没血
0,0.999972,2.8352600000000004e-05,0.9999370000000001,全版最差张翠山，不接受反驳》。
1,0.20601599999999998,0.793984,0.542187,苏大强:那个时候哪里有快递呀！这9几年吧！
0,0.958414,0.0415859,0.907587,说实话我并不喜欢看动作放慢因为感觉很累视觉效果也...
1,0.0634643,0.936536,0.8589680000000001,赵敏:纪晓芙是邬靖靖。美女啊
1,0.415591,0.5844090000000001,0.0764643,罗老师谦虚了，你在新东方每节课都是脱口秀[不行]
0,0.6980029999999999,0.30199699999999996,0.328896,都让开灭绝师太是我的
1,0.0193465,0.9806530000000001,0.957008,张无忌:来一根奥斯卡烤肠，回一下武魂
0,0.700159,0.29984099999999997,0.33368600000000004,这个张翠山是刘德华的替身扮演的吧
1,0.108018,0.8919819999999999,0.759959,张无忌:我直接看三集
0,0.739256,0.26074400000000003,0.42057,周芷若:这是东北吧
1,0.152172,0.847828,0.66184,灭绝师太:一般25集以后才是正题开始
0,0.999542,0.00045765199999999996,0.998983,爹，你倒是快点播种啊
0,0.87685,0.12315,0.726332,就这155当七侠传了四个
0,0.953061,0.0469389,0.895691,张无忌:没看出来，让了三招
0,0.999699,0.00030120200000000003,0.999331,这不是剃刀边缘里的大舅哥吗？
0,0.999698,0.00030220700000000003,0.9993280000000001,这打戏看着不行呀，太慢了
1,0.0179525,0.9820479999999999,0.9601059999999999,腾哥扔完包袱那纠缠的脚哈哈哈哈
1,0.190168,0.809832,0.5774050000000001,这是多少人用脚踩过的水他也喝
0,0.92317,0.07682960000000001,0.829268,哇这什么配音啊张翠山
1,0.364162,0.635839,0.190752,见过建国建国见过
1,0.388489,0.6115109999999999,0.136691,尔豪还是知否顾太夫人的老公呢
1,0.014266299999999997,0.985734,0.968297,如果我没猜错来这里的但是看美女的
0,0.999992,7.65828e-06,0.999983,也是活该，谁叫你坏人家好事
1,0.341979,0.658021,0.24004699999999998,还行吧，我还不如她英语好呢
0,0.998035,0.00196449,0.995634,功夫呢都干嘛用了，这么多天就安排一条鱼
0,0.999682,0.00031806200000000003,0.999293,这不是网红脸么，嘴巴下巴
0,0.937607,0.0623935,0.861348,吴非:苏明成就是个滚蛋
0,0.999007,0.000993116,0.997793,坏的不是刀，是人的贪心
1,0.00647218,0.9935280000000001,0.985617,真的要二胎就得好好教育，我对我弟的威严不小于我爸
1,1.94796e-05,0.9999809999999999,0.999957,大老师真敢说[加油][加油][加油]
1,0.0102679,0.989732,0.977182,尼罗河盘法力无边的前辈
1,0.0208277,0.9791719999999999,0.953716,苏州最近很火啊...
0,0.887525,0.112475,0.7500560000000001,都是vip，说话嚣张点
1,0.25862399999999997,0.741376,0.425279,是说这个女的好眼熟，原来是林小娘
0,0.972261,0.0277392,0.938358,一看郭京飞就想笑啊咋办呢这么严肃的气氛下
0,0.948025,0.05197519999999999,0.8845,谐音梗：所以爱会消失对吗！
0,0.9451430000000001,0.0548568,0.8780959999999999,慢动作要来了，大家注意
0,0.999539,0.00046088199999999997,0.998976,眼睛不是那和尚嘞瞎的？
0,0.938818,0.0611818,0.8640399999999999,看惯了1.5倍，看正常的像是慢放
0,0.683149,0.316852,0.29588600000000004,都没看过原著的吗张三丰是少林出来的和郭襄认识，学...
0,0.9896729999999999,0.0103271,0.977051,天真不在能有建国雪琴cp么？
1,0.0353595,0.9646399999999999,0.921423,流水的冠军铁打的建国
0,0.9490649999999999,0.050935400000000006,0.88681,哎呀，又是这个重男轻女的小公爷娘
0,0.9974629999999999,0.00253731,0.9943620000000001,张无忌还没出生，周芷若已经是大姑娘了？？
1,0.10834200000000001,0.891658,0.7592399999999999,不敢相信，我做了证婚人[鸡腿][6周年][超...
1,0.00013737,0.999863,0.9996950000000001,从小被这么对待，还能这样对待家人，已经非常好了
0,0.9322809999999999,0.06771920000000001,0.849513,建国把雪琴的脸都衬小了
0,0.981914,0.0180858,0.959809,恕我直言，在座的各位大佬都是VIP
0,0.886825,0.113175,0.7485,锤子便签图标上的话是东东枪老师写的
1,0.4302,0.5698,0.0439996,赵敏去演灭绝师太了...
1,0.07348710000000001,0.9265129999999999,0.8366950000000001,疲劳孤独兴奋过度老人是容易这样
0,0.9913219999999999,0.0086784,0.980715,龙门镖局确实不负责任
1,0.014718700000000001,0.985281,0.967292,张无忌:看了这剧我感觉我都可以当导演
1,0.00384263,0.996157,0.991461,看看18年笑傲你会觉得其他的金庸剧简直舒服的一匹
0,0.555958,0.444042,0.0132406,武当山明明是我们十堰的
1,0.07894839999999999,0.9210520000000001,0.824559,单词还拼错了哈哈哈哈哈哈哈哈
1,0.0617073,0.938293,0.862873,少年老成哈哈哈哈哈哈哈嗝
1,0.0074010000000000005,0.992599,0.983553,峨眉派这么多女弟子，我看这主意好
0,0.999647,0.00035293099999999996,0.999216,一份只能打完你们要10分钟
0,0.9949479999999999,0.00505221,0.9887729999999999,除了谢逊一个都不认识
1,0.0461596,0.9538399999999999,0.897423,出场的时候多么的英俊潇洒
0,0.591112,0.40888800000000003,0.0913595,几位冠军候选人都给这两位爷让让路
0,0.672375,0.327625,0.271944,唐十六，快出来吧主线任务都快没了
1,0.18950699999999998,0.810493,0.578873,我们分分钟让你成为第一
1,0.0363316,0.9636680000000001,0.9192629999999999,锤子手机的编辑效果强大~~
1,0.37306300000000003,0.626937,0.170971,他俩在一起的话，以后孩子脸该多大😂😂😂
1,0.394244,0.6057560000000001,0.123902,张翠山的配音可以换了
0,0.991603,0.00839672,0.981341,丁敏君这眼神让我害怕
0,0.954509,0.045490800000000005,0.8989090000000001,金毛狮王:没什么看点
1,0.262403,0.7375970000000001,0.41688100000000006,张无忌:冰火岛上冰火重天
0,0.997049,0.00295126,0.993442,看到这个女的就不想看了
0,0.9863729999999999,0.0136274,0.969717,苏州出租车。黑得最惨的一次
0,0.9136540000000001,0.086346,0.80812,每个版本都少了张翠山练武功那段
1,0.0196465,0.9803540000000001,0.956341,我家里几个和这个有得一拼
0,0.7813899999999999,0.21861,0.514201,爸爸我心里跟明镜似的
1,0.019255200000000004,0.9807450000000001,0.957211,这是我见角色气泡最全的了
1,0.000454639,0.9995450000000001,0.9989899999999999,我非常非常非常非常非常非常喜欢李雪琴的段子。
0,0.9995870000000001,0.00041275599999999996,0.9990829999999999,咦，不讲卫生哦，隔着屏幕都闻到味道了
1,1.2638800000000002e-05,0.9999870000000001,0.999972,这是我看过最帅的六侠了
0,0.635559,0.36444099999999996,0.190131,很多人从小受着父母的庇护，理解不了
0,0.999265,0.000734607,0.998368,这样的家要是我一刻都不想呆
1,0.0726893,0.9273110000000001,0.838468,为了陈钰琪和祝绪丹而来
